Bench_Name,Score
Crucial Technology BL8G32C16S4B.M8FE 8GB,17.2
Crucial Technology BL8G32C16U4B.8FE 8GB,19.5
Crucial Technology BL8G32C16U4B.M8FE1 8GB,18.8
Crucial Technology BL8G32C16U4B.M8FE 8GB,18.1
Crucial Technology BL8G32C16U4BL.8FE 8GB,17.9
Crucial Technology BL8G32C16U4BL.M8FE1 8GB,20.3
Crucial Technology BL8G32C16U4BL.M8FE 8GB,19.0
Crucial Technology BL8G32C16U4R.8FE 8GB,19.5
Crucial Technology BL8G32C16U4R.M8FE1 8GB,17.6
Crucial Technology BL8G32C16U4R.M8FE 8GB,20.8
Crucial Technology BL8G32C16U4RL.M8FE1 8GB,18.2
Crucial Technology BL8G32C16U4RL.M8FE 8GB,17.8
Crucial Technology BL8G32C16U4W.8FE 8GB,19.3
Crucial Technology BL8G32C16U4W.M8FE1 8GB,20.1
Crucial Technology BL8G32C16U4W.M8FE 8GB,18.5
Crucial Technology BL8G32C16U4WL.8FE 8GB,17.2
Crucial Technology BL8G32C16U4WL.M8FE1 8GB,21.2
Crucial Technology BL8G32C16U4WL.M8FE 8GB,18.4
Crucial Technology BL8G36C16U4B.M8FE1 8GB,20.1
Crucial Technology BL8G36C16U4BL.M8FE1 8GB,20.2
Crucial Technology BL8G36C16U4R.M8FE1 8GB,18.9
Crucial Technology BL8G36C16U4RL.M8FE1 8GB,20.9
Crucial Technology BL8G36C16U4W.M8FE1 8GB,20.2
Crucial Technology BL8G36C16U4WL.M8FE1 8GB,20.1
Crucial Technology BL16G26C16S4B.16FD 16GB,16.2
Crucial Technology BL16G26C16S4B.16FE 16GB,14.8
Crucial Technology BL16G26C16U4B.16FD 16GB,17.5
Crucial Technology BL16G26C16U4B.16FE 16GB,15.8
Crucial Technology BL16G26C16U4R.16FE 16GB,18.0
Crucial Technology BL16G26C16U4W.16FD 16GB,16.5
Crucial Technology BL16G26C16U4W.16FE 16GB,17.6
Crucial Technology BL16G30C15U4B.16FE 16GB,20.4
Crucial Technology BL16G30C15U4B.M16FE1 16GB,17.9
Crucial Technology BL16G30C15U4R.M16FE1 16GB,20.7
Crucial Technology BL16G30C15U4W.M16FE1 16GB,20.6
Crucial Technology BL16G30C15U4WL.M16FE 16GB,18.8
Crucial Technology BL16G32C16S4B.8FB 16GB,17.4
Crucial Technology BL16G32C16S4B.16FE 16GB,16.8
Crucial Technology BL16G32C16S4B.M8FB1 16GB,16.8
Crucial Technology BL16G32C16S4B.M16FE1 16GB,17.5
Crucial Technology BL16G32C16S4B.M16FE 16GB,17.7
Crucial Technology BL16G32C16U4B.16FE 16GB,20.9
Crucial Technology BL16G32C16U4B.M8FB1 16GB,19.2
Crucial Technology BL16G32C16U4B.M16FE1 16GB,20.2
Crucial Technology BL16G32C16U4B.M16FE 16GB,18.7
Crucial Technology BL16G32C16U4BL.8FB 16GB,19.2
Crucial Technology BL16G32C16U4BL.16FE 16GB,20.9
Crucial Technology BL16G32C16U4BL.M8FB1 16GB,18.1
Crucial Technology BL16G32C16U4BL.M16FE 16GB,18.8
Crucial Technology BL16G32C16U4R.16FE 16GB,22.0
Crucial Technology BL16G32C16U4R.M16FE1 16GB,20.1
Crucial Technology BL16G32C16U4R.M16FE 16GB,18.5
Crucial Technology BL16G32C16U4RL.16FE 16GB,18.7
Crucial Technology BL16G32C16U4RL.M8FB1 16GB,19.9
Crucial Technology BL16G32C16U4RL.M16FE 16GB,18.0
Crucial Technology BL16G32C16U4W.16FE 16GB,20.9
Crucial Technology BL16G32C16U4W.M8FB1 16GB,18.7
Crucial Technology BL16G32C16U4W.M16FE1 16GB,19.8
Crucial Technology BL16G32C16U4WL.16FE 16GB,18.6
Crucial Technology BL16G32C16U4WL.M16FE 16GB,20.6
Crucial Technology BL16G36C16U4B.M8FB1 16GB,19.9
Crucial Technology BL16G36C16U4B.M16FE1 16GB,21.3
Crucial Technology BL16G36C16U4BL.M8FB1 16GB,20.0
Crucial Technology BL16G36C16U4BL.M16FE 16GB,19.7
Crucial Technology BL16G36C16U4R.M8FB1 16GB,19.6
Crucial Technology BL16G36C16U4R.M16FE1 16GB,21.3
Crucial Technology BL16G36C16U4RL.M8FB1 16GB,20.9
Crucial Technology BL16G36C16U4RL.M16FE 16GB,17.2
Crucial Technology BL16G36C16U4W.M8FB1 16GB,19.7
Crucial Technology BL16G36C16U4W.M16FE1 16GB,19.3
Crucial Technology BL16G36C16U4WL.M16FE 16GB,21.5
Crucial Technology BL32G32C16S4B.16FB 32GB,17.3
Crucial Technology BL32G32C16S4B.M16FB1 32GB,17.0
Crucial Technology BL32G32C16U4B.M16FB1 32GB,17.0
Crucial Technology BL32G32C16U4BL.M16FB 32GB,19.8
Crucial Technology BL32G32C16U4R.M16FB1 32GB,18.0
Crucial Technology BL32G32C16U4W.M16FB1 32GB,17.9
Crucial Technology BL32G32C16U4WL.M16FB 32GB,16.8
Crucial Technology BL32G36C16U4B.M16FB1 32GB,21.7
Crucial Technology BL32G36C16U4BL.M16FB 32GB,17.6
Crucial Technology BLE4G4D26AFEA.8FAD 4GB,16.2
Crucial Technology BLE4G4D26AFEA.8FADG 4GB,16.4
Crucial Technology BLE4G4D26AFEA.8FBD 4GB,18.2
Crucial Technology BLE4G4D30AEEA.K8FE 4GB,19.6
Crucial Technology BLE4G4D32AEEA.K8FD 4GB,17.3
Crucial Technology BLE4G4D32AEEA.K8FE 4GB,23.2
Crucial Technology BLE8G4D26AFEA.16FAD 8GB,16.0
Crucial Technology BLE8G4D26AFEA.16FBD 8GB,16.6
Crucial Technology BLE8G4D30AEEA.K16FD 8GB,18.0
Crucial Technology BLE8G4D30AEEA.K16FE 8GB,20.6
Crucial Technology BLE8G4D32BEEAK.K8FB 8GB,17.4
Crucial Technology BLE8G4D34AEEAK.K8FB 8GB,18.3
Crucial Technology BLE8G4D36BEEAK.M8FE1 8GB,20.2
Crucial Technology BLE8G4D36BEEAK.M8FE3 8GB,21.3
Crucial Technology BLE8G4D40BEEAK.M8FE1 8GB,18.8
Crucial Technology BLE16G4D30AEEA.K16FB 16GB,18.9
Crucial Technology BLE16G4D32AEEA.K16FB 16GB,16.6
Crucial Technology BLM8G40C18U4B.M8FE1 8GB,21.0
Crucial Technology BLM8G40C18U4BL.M8FE1 8GB,18.2
Crucial Technology BLM8G44C19U4B.M8FE1 8GB,19.0
Crucial Technology BLM8G44C19U4BL.M8FE1 8GB,22.0
Crucial Technology BLM16G40C18U4B.M8FB1 16GB,19.3
Crucial Technology BLM16G40C18U4BL.M8FB 16GB,19.0
Crucial Technology BLM16G44C19U4B.M8FB1 16GB,20.3
Crucial Technology BLM16G44C19U4BL.M8FB 16GB,18.9
Crucial Technology BLS4G4D26BFSB.8FB 4GB,13.0
Crucial Technology BLS4G4D26BFSB.8FBD2 4GB,15.9
Crucial Technology BLS4G4D26BFSB.8FBR2 4GB,17.7
Crucial Technology BLS4G4D26BFSB.8FD2 4GB,21.1
Crucial Technology BLS4G4D26BFSB.8FE 4GB,16.9
Crucial Technology BLS4G4D26BFSC.8FB 4GB,17.8
Crucial Technology BLS4G4D26BFSC.8FBD2 4GB,17.9
Crucial Technology BLS4G4D26BFSC.8FBR2 4GB,15.9
Crucial Technology BLS4G4D26BFSC.8FD2 4GB,18.7
Crucial Technology BLS4G4D26BFSC.8FE 4GB,18.8
Crucial Technology BLS4G4D26BFSE.8FB 4GB,15.7
Crucial Technology BLS4G4D26BFSE.8FBD2 4GB,17.0
Crucial Technology BLS4G4D26BFSE.8FBR2 4GB,16.4
Crucial Technology BLS4G4D26BFSE.8FD2 4GB,16.1
Crucial Technology BLS4G4D26BFSE.8FE 4GB,20.4
Crucial Technology BLS4G4D240FSA.8FAD 4GB,12.8
Crucial Technology BLS4G4D240FSA.8FADG 4GB,15.9
Crucial Technology BLS4G4D240FSA.8FAR 4GB,15.7
Crucial Technology BLS4G4D240FSA.8FARG 4GB,15.9
Crucial Technology BLS4G4D240FSA.8FBD 4GB,16.6
Crucial Technology BLS4G4D240FSA.M8F 4GB,13.6
Crucial Technology BLS4G4D240FSA.M8FADG 4GB,16.6
Crucial Technology BLS4G4D240FSA.M8FADM 4GB,13.9
Crucial Technology BLS4G4D240FSB.8FADG 4GB,14.3
Crucial Technology BLS4G4D240FSB.8FAR 4GB,16.3
Crucial Technology BLS4G4D240FSB.8FARG 4GB,16.1
Crucial Technology BLS4G4D240FSB.8FARG? 4GB,18.2
Crucial Technology BLS4G4D240FSB.8FBD2 4GB,16.5
Crucial Technology BLS4G4D240FSB.8FBD 4GB,16.3
Crucial Technology BLS4G4D240FSB.M8FADG 4GB,16.9
Crucial Technology BLS4G4D240FSB.M8FBD 4GB,16.1
Crucial Technology BLS4G4D240FSC.8FARG 4GB,18.0
Crucial Technology BLS4G4D240FSC.8FBD2 4GB,16.3
Crucial Technology BLS4G4D240FSC.8FBD 4GB,17.1
Crucial Technology BLS4G4D240FSC.8FBR2 4GB,18.5
Crucial Technology BLS4G4D240FSC.M8FADG 4GB,16.7
Crucial Technology BLS4G4D240FSE.8FAR 4GB,15.1
Crucial Technology BLS4G4D240FSE.8FBD2 4GB,16.4
Crucial Technology BLS4G4D240FSE.8FBD 4GB,16.5
Crucial Technology BLS4G4D240FSE.8FE 4GB,17.5
Crucial Technology BLS4G4D240FSE.M8FADM 4GB,15.5
Crucial Technology BLS4G4S26BFSD.8FBD2 4GB,16.1
Crucial Technology BLS4G4S26BFSD.8FBR2 4GB,15.3
Crucial Technology BLS4G4S240FSD.8FAR 4GB,15.5
Crucial Technology BLS4G4S240FSD.8FBD 4GB,11.0
Crucial Technology BLS4G4S240FSD.M8FADM 4GB,15.4
Crucial Technology BLS8G4D26BFSB.16FBD2 8GB,17.1
Crucial Technology BLS8G4D26BFSB.16FBR2 8GB,17.5
Crucial Technology BLS8G4D26BFSB.16FD2 8GB,18.4
Crucial Technology BLS8G4D26BFSB.16FE 8GB,16.1
Crucial Technology BLS8G4D26BFSBK.8FBD 8GB,17.0
Crucial Technology BLS8G4D26BFSBK.8FBR 8GB,15.3
Crucial Technology BLS8G4D26BFSBK.8FD 8GB,17.7
Crucial Technology BLS8G4D26BFSC.16FB 8GB,18.2
Crucial Technology BLS8G4D26BFSC.16FBD2 8GB,16.9
Crucial Technology BLS8G4D26BFSC.16FBR2 8GB,16.5
Crucial Technology BLS8G4D26BFSC.16FD2 8GB,18.0
Crucial Technology BLS8G4D26BFSC.16FE 8GB,16.1
Crucial Technology BLS8G4D26BFSCK.8FBD 8GB,16.7
Crucial Technology BLS8G4D26BFSCK.8FD 8GB,17.8
Crucial Technology BLS8G4D26BFSE.16FB 8GB,14.3
Crucial Technology BLS8G4D26BFSE.16FBD2 8GB,16.1
Crucial Technology BLS8G4D26BFSE.16FBR2 8GB,18.6
Crucial Technology BLS8G4D26BFSE.16FD2 8GB,17.8
Crucial Technology BLS8G4D26BFSE.16FE 8GB,17.3
Crucial Technology BLS8G4D26BFSEK.8FBD 8GB,16.1
Crucial Technology BLS8G4D26BFSEK.8FBR 8GB,19.3
Crucial Technology BLS8G4D26BFSEK.8FD 8GB,16.4
Crucial Technology BLS8G4D26BFSTK.8FD 8GB,17.8
Crucial Technology BLS8G4D30AESBK.M8FE 8GB,18.6
Crucial Technology BLS8G4D30AESCK.M8FE 8GB,18.2
Crucial Technology BLS8G4D30AESEK.M8FE1 8GB,17.8
Crucial Technology BLS8G4D30AESEK.M8FE 8GB,18.8
Crucial Technology BLS8G4D30BESBK.8FB 8GB,16.8
Crucial Technology BLS8G4D30BESBK.8FD 8GB,18.3
Crucial Technology BLS8G4D30CESTK.8FD 8GB,16.0
Crucial Technology BLS8G4D32AESBK.M8FE1 8GB,18.8
Crucial Technology BLS8G4D32AESBK.M8FE 8GB,18.7
Crucial Technology BLS8G4D32AESCK.M8FE1 8GB,20.0
Crucial Technology BLS8G4D32AESCK.M8FE 8GB,17.2
Crucial Technology BLS8G4D32AESEK.M8FE1 8GB,16.1
Crucial Technology BLS8G4D32AESEK.M8FE 8GB,20.9
Crucial Technology BLS8G4D32AESTK.M8FE1 8GB,16.7
Crucial Technology BLS8G4D32AESTK.M8FE 8GB,17.4
Crucial Technology BLS8G4D240FSA.16FAD 8GB,13.7
Crucial Technology BLS8G4D240FSA.16FADG 8GB,13.7
Crucial Technology BLS8G4D240FSA.16FAR 8GB,13.8
Crucial Technology BLS8G4D240FSA.16FARG 8GB,15.4
Crucial Technology BLS8G4D240FSA.16FBD 8GB,17.5
Crucial Technology BLS8G4D240FSA.M16FAD 8GB,14.5
Crucial Technology BLS8G4D240FSB.16FADG 8GB,15.3
Crucial Technology BLS8G4D240FSB.16FAR 8GB,13.5
Crucial Technology BLS8G4D240FSB.16FARG 8GB,15.7
Crucial Technology BLS8G4D240FSB.16FBD2 8GB,16.7
Crucial Technology BLS8G4D240FSB.16FBD 8GB,17.9
Crucial Technology BLS8G4D240FSB.16FBD? 8GB,17.2
Crucial Technology BLS8G4D240FSB.16FBR2 8GB,15.6
Crucial Technology BLS8G4D240FSB.M16FAD 8GB,14.1
Crucial Technology BLS8G4D240FSB.M16FBD 8GB,17.3
Crucial Technology BLS8G4D240FSBK.8FBD 8GB,16.8
Crucial Technology BLS8G4D240FSBK.8FD 8GB,15.3
Crucial Technology BLS8G4D240FSC.16FARG 8GB,16.5
Crucial Technology BLS8G4D240FSC.16FBD2 8GB,16.2
Crucial Technology BLS8G4D240FSC.16FBD 8GB,17.4
Crucial Technology BLS8G4D240FSC.16FBR2 8GB,15.8
Crucial Technology BLS8G4D240FSC.M16FAD 8GB,16.8
Crucial Technology BLS8G4D240FSCK.8FBD 8GB,14.9
Crucial Technology BLS8G4D240FSCK.8FD 8GB,17.0
Crucial Technology BLS8G4D240FSE.16FAR 8GB,16.8
Crucial Technology BLS8G4D240FSE.16FBD2 8GB,16.5
Crucial Technology BLS8G4D240FSE.16FBD 8GB,15.9
Crucial Technology BLS8G4D240FSE.16FBR2 8GB,15.7
Crucial Technology BLS8G4D240FSE.M16FAD 8GB,13.0
Crucial Technology BLS8G4D240FSEK.8FBD 8GB,15.7
Crucial Technology BLS8G4D240FSEK.8FBR 8GB,12.9
Crucial Technology BLS8G4D240FSEK.8FD 8GB,16.5
Crucial Technology BLS8G4S26BFSD.16FBD2 8GB,15.4
Crucial Technology BLS8G4S26BFSD.16FBR2 8GB,14.5
Crucial Technology BLS8G4S26BFSD.16FD2 8GB,14.9
Crucial Technology BLS8G4S26BFSDK.8FBD 8GB,16.2
Crucial Technology BLS8G4S26BFSDK.8FD 8GB,12.0
Crucial Technology BLS8G4S240FSD.16FAR 8GB,15.5
Crucial Technology BLS8G4S240FSD.16FBD2 8GB,16.4
Crucial Technology BLS8G4S240FSD.16FBD 8GB,15.5
Crucial Technology BLS8G4S240FSD.M16FAD 8GB,15.1
Crucial Technology BLS8G4S240FSDK.8FBD 8GB,15.5
Crucial Technology BLS8G4S240FSDK.8FD 8GB,13.4
Crucial Technology BLS16G4D26BFSB.16FBD 16GB,16.2
Crucial Technology BLS16G4D26BFSB.16FBR 16GB,17.5
Crucial Technology BLS16G4D26BFSB.16FD 16GB,18.2
Crucial Technology BLS16G4D26BFSC.16FBD 16GB,15.5
Crucial Technology BLS16G4D26BFSC.16FD 16GB,16.7
Crucial Technology BLS16G4D26BFSE.16FBD 16GB,16.8
Crucial Technology BLS16G4D26BFSE.16FD 16GB,16.1
Crucial Technology BLS16G4D26BFSE.16FE 16GB,16.9
Crucial Technology BLS16G4D26BFST.16FD 16GB,16.7
Crucial Technology BLS16G4D30AESB.M16FE 16GB,18.2
Crucial Technology BLS16G4D30AESC.M16FE 16GB,18.8
Crucial Technology BLS16G4D30AESE.M16FE 16GB,19.6
Crucial Technology BLS16G4D30BESB.16FD 16GB,17.4
Crucial Technology BLS16G4D30CEST.16FD 16GB,17.4
Crucial Technology BLS16G4D32AESB.M16FE 16GB,18.9
Crucial Technology BLS16G4D32AESC.M16FE 16GB,18.3
Crucial Technology BLS16G4D32AESE.M16FE 16GB,19.1
Crucial Technology BLS16G4D32AEST.M16FE 16GB,18.9
Crucial Technology BLS16G4D240FSB.16FAD 16GB,17.5
Crucial Technology BLS16G4D240FSB.16FBD 16GB,16.2
Crucial Technology BLS16G4D240FSB.16FBR 16GB,17.5
Crucial Technology BLS16G4D240FSB.16FD 16GB,17.5
Crucial Technology BLS16G4D240FSC.16FAD 16GB,15.8
Crucial Technology BLS16G4D240FSC.16FBD 16GB,16.8
Crucial Technology BLS16G4D240FSC.16FBR 16GB,16.3
Crucial Technology BLS16G4D240FSC.16FD 16GB,17.3
Crucial Technology BLS16G4D240FSE.16FAD 16GB,16.4
Crucial Technology BLS16G4D240FSE.16FBD 16GB,16.3
Crucial Technology BLS16G4D240FSE.16FBR 16GB,13.2
Crucial Technology BLS16G4D240FSE.16FD 16GB,16.1
Crucial Technology BLS16G4S26BFSD.16FBD 16GB,14.9
Crucial Technology BLS16G4S26BFSD.16FD 16GB,16.1
Crucial Technology BLS16G4S240FSD.16FAD 16GB,10.3
Crucial Technology BLS16G4S240FSD.16FBD 16GB,15.2
Crucial Technology BLS16G4S240FSD.16FBR 16GB,14.3
Crucial Technology BLS16G4S240FSD.16FD 16GB,15.7
Crucial Technology BLT4G4D26AFTA.8FADG 4GB,16.5
Crucial Technology BLT4G4D26AFTA.8FBD 4GB,16.5
Crucial Technology BLT4G4D30AETA.K8FD 4GB,17.9
Crucial Technology BLT4G4D30AETA.K8FE 4GB,18.5
Crucial Technology BLT8G4D26AFTA.16FAD 8GB,15.6
Crucial Technology BLT8G4D26AFTA.16FBD 8GB,17.8
Crucial Technology BLT8G4D26BFT4K.C8FD 8GB,18.2
Crucial Technology BLT8G4D30AET4K.M8FE1 8GB,17.8
Crucial Technology BLT8G4D30AETA.K16FD 8GB,20.8
Crucial Technology BLT8G4D30AETA.K16FE 8GB,18.2
Crucial Technology BLT8G4D30BET4K.C8FD 8GB,17.1
Crucial Technology BLT8G4D32AET4K.M8FE1 8GB,18.3
Crucial Technology BLT16G4D26BFT4.C16FD 16GB,15.8
Crucial Technology BLT16G4D30AETA.K16FB 16GB,17.3
Crucial Technology BLT16G4D30BET4.C16FD 16GB,16.8
Crucial Technology B|B8G4D30BET4K.C8FD 8GB,11.9
Crucial Technology C 8GB,13.2
Crucial Technology CB4GU2400.M8E 4GB,14.8
Crucial Technology CB8GS2400.C8D 8GB,13.6
Crucial Technology CB8GS2400.C8ET 8GB,15.7
Crucial Technology CB8GU2400.C8D 8GB,13.3
Crucial Technology CB8GU2400.C8ET 8GB,13.8
Crucial Technology CB8GU2400.C8JT 8GB,16.0
Crucial Technology CB8GU2666.C8DT 8GB,17.2
Crucial Technology CB8GU2666.C8ET 8GB,15.8
Crucial Technology CB8GU2666.C8JT 8GB,16.9
Crucial Technology CB8GU2666.C8NT 8GB,15.4
Crucial Technology CB8GU2666.C8RT 8GB,15.6
Crucial Technology CB16GS2400.C16J 16GB,13.3
Crucial Technology CB16GS2666.C8BT 16GB,15.3
Crucial Technology CB16GS2666.C8ET 16GB,14.6
Crucial Technology CB16GU2666.C8ET 16GB,16.8
Crucial Technology CT4G4DFS824A.C8FADP 4GB,16.0
Crucial Technology CT4G4DFS824A.C8FBD1 4GB,16.1
Crucial Technology CT4G4DFS824A.C8FBD2 4GB,15.9
Crucial Technology CT4G4DFS824A.C8FBR2 4GB,16.1
Crucial Technology CT4G4DFS824A.C8FDD2 4GB,15.8
Crucial Technology CT4G4DFS824A.C8FE 4GB,15.5
Crucial Technology CT4G4DFS824A.C8FF 4GB,16.5
Crucial Technology CT4G4DFS824A.C8FHP 4GB,14.8
Crucial Technology CT4G4DFS824A.M8FB 4GB,17.0
Crucial Technology CT4G4DFS824A.M8FE 4GB,12.0
Crucial Technology CT4G4DFS824A.M8FF 4GB,14.5
Crucial Technology CT4G4DFS8213.8FA11 4GB,15.4
Crucial Technology CT4G4DFS8213.8FA11?? 4GB,16.1
Crucial Technology CT4G4DFS8213.C8FAD1 4GB,12.4
Crucial Technology CT4G4DFS8213.C8FAD11 4GB,14.4
Crucial Technology CT4G4DFS8213.C8FADP 4GB,14.5
Crucial Technology CT4G4DFS8213.C8FAR1 4GB,13.2
Crucial Technology CT4G4DFS8213.C8FAR2 4GB,12.7
Crucial Technology CT4G4DFS8213.C8FAR11 4GB,14.2
Crucial Technology CT4G4DFS8213.C8FAR 4GB,12.6
Crucial Technology CT4G4DFS8213.C8FBD1 4GB,14.8
Crucial Technology CT4G4DFS8213.C8FBD2 4GB,15.3
Crucial Technology CT4G4DFS8213.C8FBR2 4GB,15.3
Crucial Technology CT4G4DFS8213.C8FDD2 4GB,16.8
Crucial Technology CT4G4DFS8213.C8FHP 4GB,13.2
Crucial Technology CT4G4DFS8213.M8FA 4GB,14.8
Crucial Technology CT4G4DFS8213.M8FB 4GB,15.3
Crucial Technology CT4G4DFS8266.C8FB 4GB,18.4
Crucial Technology CT4G4DFS8266.C8FE 4GB,14.0
Crucial Technology CT4G4DFS8266.C8FF 4GB,15.2
Crucial Technology CT4G4DFS8266.C8FG 4GB,17.1
Crucial Technology CT4G4DFS8266.M8FE 4GB,15.4
Crucial Technology CT4G4DFS8266.M8FF 4GB,16.2
Crucial Technology CT4G4DFS8266.M8FG 4GB,15.4
Crucial Technology CT4G4SFS624A.C4FB 4GB,14.8
Crucial Technology CT4G4SFS824A.C8FBD2 4GB,11.7
Crucial Technology CT4G4SFS824A.C8FBR2 4GB,16.6
Crucial Technology CT4G4SFS824A.C8FE 4GB,14.7
Crucial Technology CT4G4SFS824A.C8FF 4GB,16.1
Crucial Technology CT4G4SFS824A.M8FB 4GB,15.1
Crucial Technology CT4G4SFS824A.M8FE 4GB,14.6
Crucial Technology CT4G4SFS8213.C8FADP 4GB,14.3
Crucial Technology CT4G4SFS8213.C8FBD1 4GB,11.3
Crucial Technology CT4G4SFS8213.C8FBD2 4GB,12.9
Crucial Technology CT4G4SFS8213.C8FBR2 4GB,12.9
Crucial Technology CT4G4SFS8213.C8FDD2 4GB,14.6
Crucial Technology CT4G4SFS8213.C8FHP 4GB,14.6
Crucial Technology CT4G4SFS8266.C8FE 4GB,14.7
Crucial Technology CT4G4SFS8266.M8FE 4GB,13.2
Crucial Technology CT8G4DFD824A.C16FADP 8GB,17.1
Crucial Technology CT8G4DFD824A.C16FBD1 8GB,17.2
Crucial Technology CT8G4DFD824A.C16FBD2 8GB,15.5
Crucial Technology CT8G4DFD824A.C16FBR2 8GB,16.2
Crucial Technology CT8G4DFD824A.C16FDD2 8GB,17.6
Crucial Technology CT8G4DFD824A.C16FDR2 8GB,18.5
Crucial Technology CT8G4DFD824A.C16FE 8GB,17.7
Crucial Technology CT8G4DFD824A.C16FF 8GB,16.7
Crucial Technology CT8G4DFD824A.C16FHP 8GB,16.7
Crucial Technology CT8G4DFD824A.M16FB 8GB,16.4
Crucial Technology CT8G4DFD824A.M16FE 8GB,18.2
Crucial Technology CT8G4DFD824A.M16FF 8GB,16.3
Crucial Technology CT8G4DFD8213.16FA11 8GB,15.5
Crucial Technology CT8G4DFD8213.C16FA11 8GB,16.5
Crucial Technology CT8G4DFD8213.C16FAD1 8GB,13.2
Crucial Technology CT8G4DFD8213.C16FADP 8GB,14.5
Crucial Technology CT8G4DFD8213.C16FAR1 8GB,14.7
Crucial Technology CT8G4DFD8213.C16FAR2 8GB,16.2
Crucial Technology CT8G4DFD8213.C16FBD1 8GB,16.8
Crucial Technology CT8G4DFD8213.C16FBD2 8GB,15.7
Crucial Technology CT8G4DFD8213.C16FBR2 8GB,15.3
Crucial Technology CT8G4DFD8213.C16FDD2 8GB,16.1
Crucial Technology CT8G4DFD8213.C16FDR2 8GB,15.7
Crucial Technology CT8G4DFD8213.C16FHP 8GB,15.0
Crucial Technology CT8G4DFD8213.M16FA 8GB,16.2
Crucial Technology CT8G4DFD8213.M16FB 8GB,16.7
Crucial Technology CT8G4DFRA32A.8FE1 8GB,17.6
Crucial Technology CT8G4DFRA32A.C4FE 8GB,16.8
Crucial Technology CT8G4DFRA32A.C8FN 8GB,17.7
Crucial Technology CT8G4DFRA32A.C8FP 8GB,18.5
Crucial Technology CT8G4DFRA32A.C8FR 8GB,19.2
Crucial Technology CT8G4DFRA32A.M4FE 8GB,19.7
Crucial Technology CT8G4DFRA32A.M4FF 8GB,19.0
Crucial Technology CT8G4DFRA32A.M8FR 8GB,18.5
Crucial Technology CT8G4DFRA266.C8FB 8GB,16.9
Crucial Technology CT8G4DFRA266.C8FE 8GB,17.2
Crucial Technology CT8G4DFRA266.C8FJ 8GB,15.7
Crucial Technology CT8G4DFRA266.C8FN 8GB,15.9
Crucial Technology CT8G4DFRA266.C8FP 8GB,15.3
Crucial Technology CT8G4DFRA266.M4FE 8GB,18.4
Crucial Technology CT8G4DFRA266.M8FR 8GB,16.5
Crucial Technology CT8G4DFS632A.M4FB 8GB,19.6
Crucial Technology CT8G4DFS632A.M4FE 8GB,17.6
Crucial Technology CT8G4DFS824A.C8FAD1 8GB,17.2
Crucial Technology CT8G4DFS824A.C8FBD1 8GB,16.0
Crucial Technology CT8G4DFS824A.C8FBR1 8GB,14.1
Crucial Technology CT8G4DFS824A.C8FDD1 8GB,14.6
Crucial Technology CT8G4DFS824A.C8FE 8GB,15.8
Crucial Technology CT8G4DFS824A.C8FHD1 8GB,15.7
Crucial Technology CT8G4DFS824A.C8FJ 8GB,18.0
Crucial Technology CT8G4DFS824A.M8FA 8GB,15.4
Crucial Technology CT8G4DFS824A.M8FB 8GB,16.6
Crucial Technology CT8G4DFS824A.M8FD 8GB,16.3
Crucial Technology CT8G4DFS824A.M8FE 8GB,17.1
Crucial Technology CT8G4DFS824A.M8FGM 8GB,18.2
Crucial Technology CT8G4DFS824A.M8FH3 8GB,17.0
Crucial Technology CT8G4DFS824A.M8FH 8GB,16.3
Crucial Technology CT8G4DFS824A.M8FR 8GB,16.0
Crucial Technology CT8G4DFS832A.C8FE 8GB,21.6
Crucial Technology CT8G4DFS832A.C8FJ 8GB,18.2
Crucial Technology CT8G4DFS832A.C8FP 8GB,20.8
Crucial Technology CT8G4DFS832A.M8FJ 8GB,16.9
Crucial Technology CT8G4DFS832A.M8FR 8GB,21.0
Crucial Technology CT8G4DFS6266.M4FE 8GB,17.3
Crucial Technology CT8G4DFS8213.C8FAD1 8GB,13.7
Crucial Technology CT8G4DFS8213.C8FBD1 8GB,15.3
Crucial Technology CT8G4DFS8213.C8FBR1 8GB,15.6
Crucial Technology CT8G4DFS8213.C8FDD1 8GB,17.3
Crucial Technology CT8G4DFS8213.C8FDR1 8GB,16.2
Crucial Technology CT8G4DFS8213.C8FH1 8GB,16.4
Crucial Technology CT8G4DFS8213.M8FA 8GB,16.1
Crucial Technology CT8G4DFS8213.M8FB 8GB,15.7
Crucial Technology CT8G4DFS8213.M8FH 8GB,14.5
Crucial Technology CT8G4DFS8266.C8FD1 8GB,17.0
Crucial Technology CT8G4DFS8266.C8FE 8GB,17.0
Crucial Technology CT8G4DFS8266.C8FJ 8GB,16.6
Crucial Technology CT8G4DFS8266.C8FN 8GB,16.4
Crucial Technology CT8G4DFS8266.C8FP 8GB,18.0
Crucial Technology CT8G4DFS8266.K8FB 8GB,17.5
Crucial Technology CT8G4DFS8266.M8FD 8GB,17.8
Crucial Technology CT8G4DFS8266.M8FE 8GB,17.3
Crucial Technology CT8G4DFS8266.M8FH 8GB,17.6
Crucial Technology CT8G4DFS8266.M8FJ 8GB,17.1
Crucial Technology CT8G4SFD824A.C16FADP 8GB,15.6
Crucial Technology CT8G4SFD824A.C16FBD1 8GB,17.7
Crucial Technology CT8G4SFD824A.C16FBD2 8GB,14.6
Crucial Technology CT8G4SFD824A.C16FDD2 8GB,14.8
